LAND,REGION,NETZ,ANLAGEN_NR,Zustand 2022
BW,SW,Karlsruhe,16040918,mangelhaft
BW,SW,Karlsruhe,16040919,schlecht
NW,W,Hagen,16041348,schlecht
TH,SO,Erfurt,16043877,schlecht
TH,SO,Erfurt,16043878,schlecht
NW,W,Köln,16043958,mangelhaft
SN,SO,Leipzig,16044086,mangelhaft
BB,O,Berlin,16044138,mangelhaft
HE,MI,Kurhessenbahn (RN,I) 16044451,schlecht
HE,MI,Kurhessenbahn (RN,I) 16044454,schlecht
TH,SO,Halle,16044540,mangelhaft
TH,SO,Erfurt,16044826,mangelhaft
TH,SO,Erfurt,16044827,mangelhaft
TH,SO,Erfurt,16044830,mangelhaft
TH,SO,Erfurt,16044832,mangelhaft
TH,SO,Erfurt,16044841,schlecht
TH,SO,Erfurt,16044863,schlecht
ST,SO,Halle,16044906,mangelhaft
TH,SO,Halle,16044926,mangelhaft
TH,SO,Halle,16045038,schlecht
RP,SW,Karlsruhe,16045332,mangelhaft
RP,SW,Karlsruhe,16045333,mangelhaft
TH,SO,Halle,16045386,mangelhaft
RP,MI,Koblenz,16045640,schlecht
TH,SO,Erfurt,16045816,schlecht
NW,W,Hagen,16046050,schlecht
TH,SO,Erfurt,16046288,schlecht
TH,SO,Erfurt,16046293,mangelhaft
BY,S,München,16046468,mangelhaft
BE,O,Berlin,16046548,schlecht
HB,N,Bremen,16046604,schlecht
HH,N,Hamburg,16046648,mangelhaft
HH,N,Hamburg,16046822,mangelhaft
BY,S,Nürnberg,16046841,einschränkend
TH,SO,Erfurt,16046874,schlecht
TH,SO,Erfurt,16047085,schlecht
SN,SO,Dresden,16047747,schlecht
NW,W,Hamm,16049041,einschränkend
NW,N,Osnabrück,16049473,mangelhaft
SN,SO,Dresden,16049846,mangelhaft
NW,W,Hagen,16050836,schlecht
RP,W,Hagen,16050846,mangelhaft
NW,W,Duisburg,16050851,schlecht
NW,W,Duisburg,16050859,mangelhaft
RP,W,Hagen,16050861,schlecht
BW,SW,Karlsruhe,16051005,schlecht
HH,N,Hamburg,16051122,mangelhaft
HH,N,Hamburg,16051125,mangelhaft
SN,SO,Dresden,16051175,schlecht
BB,O,Berlin,16051178,mangelhaft
RP,MI,Koblenz,16051500,mangelhaft
HE,MI,Mainz,16051743,mangelhaft
NW,N,Osnabrück,16052264,mangelhaft
HH,N,Hamburg,16052397,schlecht
HH,N,Hamburg,16052406,schlecht
HH,N,Hamburg,16052410,schlecht
SN,SO,Dresden,16052457,mangelhaft
NW,W,Duisburg,16052460,mangelhaft
BE,O,Berlin,16052509,schlecht
BE,O,Berlin,16052737,mangelhaft
BE,O,Berlin,16052739,mangelhaft
BE,O,Berlin,16052740,mangelhaft
HB,N,Bremen,16052882,schlecht
BE,O,Berlin,16053840,schlecht
BE,O,Berlin,16053868,schlecht
BE,O,Berlin,16053878,schlecht
BE,O,Berlin,16053879,schlecht
BE,O,Berlin,16053893,schlecht
BE,O,Berlin,16053969,schlecht
BE,O,Berlin,16054064,mangelhaft
BE,O,Berlin,16054065,mangelhaft
BE,O,Berlin,16054067,mangelhaft
BB,O,Berlin,16054072,mangelhaft
BE,O,Berlin,16054090,schlecht
BW,SW,Karlsruhe,16054178,schlecht
BW,SW,Karlsruhe,16054179,schlecht
NW,W,Hagen,16054311,schlecht
BE,O,Berlin,16054585,mangelhaft
BE,O,Berlin,16054668,mangelhaft
BE,O,Berlin,16054717,schlecht
BE,O,Berlin,16054784,schlecht
BE,O,Berlin,16054985,schlecht
SN,SO,Dresden,16055268,schlecht
MV,O,Neustrelitz,16055744,schlecht
HH,N,Hamburg,16056064,mangelhaft
BE,O,Berlin,16056113,mangelhaft
BB,O,Cottbus,16056750,schlecht
MV,O,Neustrelitz,16057914,schlecht
NW,W,Hagen,16058331,schlecht
NW,W,Hagen,16059493,mangelhaft
HB,N,Bremen,16060563,schlecht
NW,W,Duisburg,16060762,mangelhaft
NW,MI,Kassel,16061558,schlecht
BB,O,Berlin,16061601,mangelhaft
SN,SO,Erzgebirge (RNI),16061766,mangelhaft
SN,SO,Zwickau,16061831,schlecht
BB,O,Berlin,16061877,schlecht
NW,W,Hagen,16062037,mangelhaft
BY,S,Nürnberg,16062187,mangelhaft
BY,S,Nürnberg,16062188,mangelhaft
BB,O,Cottbus,16062333,schlecht
NW,W,Düsseldorf,16062346,schlecht
BY,S,München,16063241,mangelhaft
BB,O,Cottbus,16063370,schlecht
BY,S,München,16063569,schlecht
NW,W,Duisburg,16063882,mangelhaft
BY,S,München,16064033,mangelhaft
BY,S,München,16064034,mangelhaft
NI,N,Hannover,16064070,schlecht
RP,MI,Koblenz,16064494,schlecht
NW,W,Hagen,16064615,mangelhaft
SN,SO,Zwickau,16064740,schlecht
NW,W,Duisburg,16064759,schlecht
RP,MI,Koblenz,16065130,schlecht
NW,W,Hagen,16065189,schlecht
NI,N,Hannover,16065334,schlecht
NW,W,Duisburg,16065366,mangelhaft
NW,W,Düsseldorf,16065420,schlecht
BY,S,Regensburg,16065531,schlecht
